nome,receita_total,quantidade_total,num_pedidos_unicos,primeira_venda,ultima_venda,valor_unitario_medio,ticket_medio,qtd_media_por_pedido,period_start,period_end,frequencia_pedidos_mes,recencia_dias,score_r,score_f,score_m,cluster_score,cluster_tier
PEAD COLORIDO 159935,29120.0,3200.0,1,2022-10-21T03:00:00+00:00,2022-10-21T03:00:00+00:00,9.1,29120.0,3200.0,2022-10-21T03:00:00+00:00,2022-10-21T03:00:00+00:00,1.0,0.0,100.0,0.7315481740375824,0.03003306917112716,20.304632497283485,B
PEAD COLORIDO 2,15014.68,7863.34,17,2023-01-31T14:35:36+00:00,2024-12-31T20:19:17+00:00,1.8422277624411765,883.2164705882353,462.5494117647059,2023-01-31T14:35:36+00:00,2024-12-31T20:19:17+00:00,0.7392571428571428,43.25,97.25918884664132,0.5408022130013831,0.015485471257635289,19.674352843031873,D
PEAD COLORIDO FARDO,1508176.2,526614.7631,97,2023-05-05T13:51:04+00:00,2025-03-14T16:27:56+00:00,2.750927835051546,15548.208247422679,5429.01817628866,2023-05-05T13:51:04+00:00,2025-03-14T16:27:56+00:00,4.348571428571429,6.854166666666667,99.56564216307562,3.18118948824343,1.5554656640401001,21.807790493528536,A
PEAD COLORIDO RECIRCULAR,4539.08,1565.2,2,2023-09-05T18:44:15+00:00,2023-10-10T13:23:09+00:00,2.9,2269.54,782.6,2023-09-05T18:44:15+00:00,2023-10-10T13:23:09+00:00,1.7905882352941176,34.0,97.84537389100126,1.3099015539825887,0.004681404657049446,20.094907961656105,C
PEAD COLORIDO159535,36400.0,4000.0,1,2022-10-19T03:00:00+00:00,2022-10-19T03:00:00+00:00,9.1,36400.0,4000.0,2022-10-19T03:00:00+00:00,2022-10-19T03:00:00+00:00,1.0,0.0,100.0,0.7315481740375824,0.037541336463908954,20.307635804200597,B
PEAD COR,3352.4,1421.0,6,2024-07-31T20:15:38+00:00,2024-12-24T00:26:56+00:00,2.3125,558.7333333333333,236.83333333333334,2024-07-31T20:15:38+00:00,2024-12-24T00:26:56+00:00,1.2595862068965518,20.428571428571427,98.70541372442513,0.9214479896980969,0.0034575158341101204,20.11104494709791,C
PEAD CRISTAL,1855.0,1855.0,21,2025-01-31T21:00:00+00:00,2025-06-30T12:33:00+00:00,1.0,88.33333333333333,88.33333333333333,2025-01-31T21:00:00+00:00,2025-06-30T12:33:00+00:00,4.290201342281879,7.0,99.55640050697086,3.1384889581998934,0.0019131642621030526,21.16744095037897,A
PEAD Colorido (Embalagens de produtos de limpeza),10161.69,4188.8,25,2023-03-28T14:04:55+00:00,2025-02-13T12:39:31+00:00,2.367857142857143,406.4676,167.55200000000002,2023-03-28T14:04:55+00:00,2025-02-13T12:39:31+00:00,1.1077147016011646,25.11111111111111,98.40867483453036,0.8103466673109174,0.010480313827800522,20.01006575936156,C
PEAD Cor bag,174.6,97.0,1,2024-07-31T20:20:28+00:00,2024-07-31T20:20:28+00:00,1.8,174.6,97.0,2024-07-31T20:20:28+00:00,2024-07-31T20:20:28+00:00,1.0,0.0,100.0,0.7315481740375824,0.00018007465237907978,20.292691299475987,C
PEAD FILME - Sacolinha,23269.1,37830.0,36,2023-01-13T16:20:00+00:00,2024-06-11T00:35:00+00:00,0.6604545454545455,646.3638888888888,1050.8333333333333,2023-01-13T16:20:00+00:00,2024-06-11T00:35:00+00:00,2.1319844357976656,11.604651162790697,99.26459751820084,1.5596493210843276,0.023998711876712743,20.486378716824586,A
PEAD FILME - Sacolinha  Preta,4642.7,8790.0,21,2023-06-09T12:20:00+00:00,2024-05-06T22:22:00+00:00,0.5182608695652174,221.08095238095237,418.57142857142856,2023-06-09T12:20:00+00:00,2024-05-06T22:22:00+00:00,1.925421686746988,14.772727272727273,99.06383223873718,1.408538719192121,0.004788273703323904,20.378097244905614,A
PEAD FILME CRISTAL,648.3,432.2,1,2024-09-03T18:28:00+00:00,2024-09-03T18:28:00+00:00,1.5,648.3,432.2,2024-09-03T18:28:00+00:00,2024-09-03T18:28:00+00:00,1.0,0.0,100.0,0.7315481740375824,0.0006686277041085762,20.29288672069668,B
PEAD Filme (Cristal),28402.22,20793.0,36,2023-03-28T14:04:55+00:00,2025-07-01T18:19:20+00:00,1.3692307692307693,788.9505555555556,577.5833333333334,2023-03-28T14:04:55+00:00,2025-07-01T18:19:20+00:00,1.326682808716707,21.342105263157894,98.6475218464412,0.9705323862437584,0.029292782894010005,20.12943443694335,C
PEAD Filme - Pl�sticos Cristal,30820.2,27783.0,27,2023-01-13T16:20:00+00:00,2024-06-11T00:35:00+00:00,1.2044827586206897,1141.4888888888888,1029.0,2023-01-13T16:20:00+00:00,2024-06-11T00:35:00+00:00,1.5989883268482492,17.892857142857142,98.86610537751223,1.1697369908132458,0.03178657961771887,20.253830503674834,C
PEAD GALAO,2414.0,1650.0,14,2024-01-30T17:57:00+00:00,2025-04-04T18:38:00+00:00,1.4642857142857142,172.42857142857142,117.85714285714286,2024-01-30T17:57:00+00:00,2025-04-04T18:38:00+00:00,0.9910697674418605,32.69230769230769,97.92824412596276,0.7250152787159445,0.0024896919292273687,19.87665081345062,D
PEAD GALAO FARDO,17040.0,5680.0,2,2023-07-24T19:03:37+00:00,2023-07-24T19:11:26+00:00,3.0,8520.0,2840.0,2023-07-24T19:03:37+00:00,2023-07-24T19:11:26+00:00,2.0,0.0,100.0,1.4630963480751649,0.01757429597101672,20.59226825761847,A
PEAD GARRAFINHA,246307.01,101625.7,49,2023-01-23T03:00:00+00:00,2024-12-20T17:20:16+00:00,2.428,5026.673673469388,2073.9938775510204,2023-01-23T03:00:00+00:00,2024-12-20T17:20:16+00:00,2.139971305595409,13.816326530612244,99.12444065078503,1.5654921011011427,0.25403006417113705,20.55269699626592,A
PEAD Injecao (Caixaria),1594.4,392.0,4,2023-03-28T14:04:55+00:00,2025-04-02T13:27:54+00:00,4.075,398.6,98.0,2023-03-28T14:04:55+00:00,2025-04-02T13:27:54+00:00,0.16565986394557825,245.0,84.47401774397973,0.1211881709807021,0.0016443930455510012,16.943936574406447,D
PEAD LEITOSO,2337.0,779.0,3,2023-06-01T03:00:00+00:00,2023-07-03T03:00:00+00:00,3.0,779.0,259.6666666666667,2023-06-01T03:00:00+00:00,2023-07-03T03:00:00+00:00,2.85375,16.0,98.98605830164765,2.0876556016597507,0.002410277563630638,20.633238012018886,A
PEAD LEITOSO POS CONSUMO,12199.45,4426.5,22,2023-02-24T03:00:00+00:00,2024-02-21T03:00:00+00:00,2.7818181818181817,554.5204545454545,201.20454545454547,2023-02-24T03:00:00+00:00,2024-02-21T03:00:00+00:00,1.8499447513812155,17.238095238095237,98.90759852737038,1.3533237049433375,0.012581968602325114,20.327881974892342,A
PEAD LEITOSO/BRANCO,3253.9,1093.0,5,2022-04-21T18:02:36+00:00,2024-04-23T01:08:30+00:00,2.9,650.78,218.6,2022-04-21T18:02:36+00:00,2024-04-23T01:08:30+00:00,0.20792349726775958,182.75,88.41888466413181,0.1521060547657378,0.003355927327470147,17.745961725663644,D
PEAD MANGUEIRA,33.0,60.0,1,2023-11-30T11:30:00+00:00,2023-11-30T11:30:00+00:00,0.55,33.0,60.0,2023-11-30T11:30:00+00:00,2023-11-30T11:30:00+00:00,1.0,0.0,100.0,0.7315481740375824,3.403472811288449e-05,20.29263288350628,C
PEAD MIOLO,207.63,377.5,4,2022-02-18T12:26:49+00:00,2022-05-25T13:12:28+00:00,0.55,51.9075,94.375,2022-02-18T12:26:49+00:00,2022-05-25T13:12:28+00:00,1.2683333333333333,31.666666666666668,97.99324038867765,0.9278469340710003,0.00021414032115388504,19.969872507492394,C
PEAD MISTO,31050.0,20700.0,45,2024-06-02T22:00:32+00:00,2025-05-30T13:23:03+00:00,1.5,690.0,460.0,2024-06-02T22:00:32+00:00,2025-05-30T13:23:03+00:00,3.794459833795014,8.022727272727273,99.49158889272958,2.7758301628716913,0.03202358508803223,21.021459277729804,A
PEAD MISTO 159535,119665.0,13150.0,1,2022-10-19T03:00:00+00:00,2022-10-19T03:00:00+00:00,9.1,119665.0,13150.0,2022-10-19T03:00:00+00:00,2022-10-19T03:00:00+00:00,1.0,0.0,100.0,0.7315481740375824,0.1234171436251007,20.341986127065073,A
PEAD Misto,1228245.7,276777.46,52,2023-01-19T14:57:26+00:00,2023-12-01T18:15:02+00:00,4.0398148148148145,23620.109615384616,5322.643461538462,2023-01-19T14:57:26+00:00,2023-12-01T18:15:02+00:00,5.009113924050633,5.490566037735849,99.6520553841739,3.6644081446854693,1.2667578319793786,21.902877467500723,A
PEAD OLEO,390.0,240.0,3,2024-05-20T03:00:00+00:00,2024-09-10T03:00:00+00:00,1.6666666666666667,130.0,80.0,2024-05-20T03:00:00+00:00,2024-09-10T03:00:00+00:00,0.808141592920354,56.5,96.41951837769328,0.5911945066647083,0.0004022286049704531,19.52054236964653,D
PEAD PLASTICO,8400.0,70.0,1,2024-03-12T16:58:00+00:00,2024-03-12T16:58:00+00:00,120.0,8400.0,70.0,2024-03-12T16:58:00+00:00,2024-03-12T16:58:00+00:00,1.0,0.0,100.0,0.7315481740375824,0.008663385337825142,20.296084623750165,B
PEAD PRETO,5004.34,2230.7,10,2023-09-25T18:25:02+00:00,2024-12-26T14:13:25+00:00,2.2600000000000002,500.434,223.07,2023-09-25T18:25:02+00:00,2024-12-26T14:13:25+00:00,0.6660831509846827,50.44444444444444,96.80326714547247,0.48727191286004395,0.005161253069225224,19.557626695466205,D
PEAD SOPRO,12340.8,68560.0,12,2023-07-19T20:03:16+00:00,2023-12-27T17:54:17+00:00,0.18000000000000002,1028.3999999999999,5713.333333333333,2023-07-19T20:03:16+00:00,2023-12-27T17:54:17+00:00,2.283,14.181818181818182,99.1012789491877,1.6701244813278004,0.012727750687741967,20.49339668264376,A
"PEAD SUCATA DE IBC 1,000 L",6120.52,2620.0,2,2020-05-21T12:59:56+00:00,2020-11-18T14:37:07+00:00,2.34195,3060.26,1310.0,2020-05-21T12:59:56+00:00,2020-11-18T14:37:07+00:00,0.336353591160221,181.0,88.5297845373891,0.24605885544424322,0.006312431336650662,17.806905422190184,D
PEAD VERDE 159463,68705.0,7550.0,2,2022-10-17T03:00:00+00:00,2022-10-21T03:00:00+00:00,9.1,34352.5,3775.0,2022-10-17T03:00:00+00:00,2022-10-21T03:00:00+00:00,2.0,4.0,99.74651457541192,1.4630963480751649,0.07085927257562816,20.562885163342703,A
PEAD VERMELHO 159534,174720.0,19200.0,2,2022-10-19T03:00:00+00:00,2022-10-21T03:00:00+00:00,9.1,87360.0,9600.0,2022-10-19T03:00:00+00:00,2022-10-21T03:00:00+00:00,2.0,2.0,99.87325728770595,1.4630963480751649,0.18019841502676298,20.631969362781962,A
PEAD Verde,10416.8,2583.0,4,2022-03-15T12:46:08+00:00,2022-12-26T16:55:53+00:00,4.048,2604.2,645.75,2022-03-15T12:46:08+00:00,2022-12-26T16:55:53+00:00,0.4257342657342657,71.25,95.48479087452472,0.311445124723133,0.010743422903221065,19.225833593955485,D
PEAD branco,54864.62,22561.6,72,2023-01-02T12:18:00+00:00,2025-07-07T10:11:00+00:00,2.4219178082191783,762.0086111111111,313.35555555555555,2023-01-02T12:18:00+00:00,2025-07-07T10:11:00+00:00,2.3926637554585155,12.25,99.22370088719899,1.7503488013915818,0.05658492196111287,20.567513666780876,A
PEAD colorido,27392.12,11926.8,68,2023-01-02T12:18:00+00:00,2025-07-07T10:11:00+00:00,2.323529411764706,402.82529411764705,175.3941176470588,2023-01-02T12:18:00+00:00,2025-07-07T10:11:00+00:00,2.2597379912663755,13.17910447761194,99.16482227645045,1.6531072013142714,0.02825101080713653,20.505507740138654,A
PEAD �leo de carro,4140.0599999999995,1789.0,33,2023-01-16T14:23:00+00:00,2025-07-07T10:11:00+00:00,2.3060606060606057,125.45636363636362,54.21212121212121,2023-01-16T14:23:00+00:00,2025-07-07T10:11:00+00:00,1.113658536585366,27.8125,98.23748415716096,0.8146948689403907,0.004269873226394805,19.975082728298908,C
"PEBD (loninha, sacolinha, plastico filme)",13440.0,8400.0,1,2024-04-26T18:01:00+00:00,2024-04-26T18:01:00+00:00,1.6,13440.0,8400.0,2024-04-26T18:01:00+00:00,2024-04-26T18:01:00+00:00,1.0,0.0,100.0,0.7315481740375824,0.013861416540520229,20.298163836231243,B
PEBD COLORIDO,54394.75,131885.0,16,2023-01-31T15:08:20+00:00,2024-12-31T19:27:31+00:00,0.444044,3399.671875,8242.8125,2023-01-31T15:08:20+00:00,2024-12-31T19:27:31+00:00,0.6957714285714286,46.06666666666667,97.08069286016054,0.5089903181189488,0.05610031900055527,19.642174826879913,D
PEBD CRISTAL  - (CANELA),65462.4,32760.0,3,2022-06-14T20:03:10+00:00,2022-06-15T16:21:30+00:00,1.5266666666666666,21820.8,10920.0,2022-06-14T20:03:10+00:00,2022-06-15T16:21:30+00:00,3.0,0.0,100.0,2.194644522112747,0.06751499956414818,20.904863808670758,A
PEBD Colorido,1346.35,1730.5,4,2022-10-28T19:30:19+00:00,2023-03-13T16:26:28+00:00,0.75,336.5875,432.625,2022-10-28T19:30:19+00:00,2023-03-13T16:26:28+00:00,0.9019259259259259,26.8,98.30164765525983,0.6598022642282669,0.0013885653392358191,19.92480586287897,D
PEBD FILME,55.8,111.6,1,2024-09-03T18:28:00+00:00,2024-09-03T18:28:00+00:00,0.5,55.8,111.6,2024-09-03T18:28:00+00:00,2024-09-03T18:28:00+00:00,1.0,0.0,100.0,0.7315481740375824,5.75496311726956e-05,20.292642289467505,C
PEBD FILME (COLORIDO) - SUCATA UTM,2034.5,3130.0,1,2023-03-30T18:17:30+00:00,2023-03-30T18:17:30+00:00,0.65,2034.5,3130.0,2023-03-30T18:17:30+00:00,2023-03-30T18:17:30+00:00,1.0,0.0,100.0,0.7315481740375824,0.002098292555929197,20.293458586637406,B
PEBD FILME - SACOLINHA,2293.29,4110.7,5,2023-04-25T17:46:00+00:00,2023-08-09T19:09:00+00:00,0.56,458.658,822.14,2023-04-25T17:46:00+00:00,2023-08-09T19:09:00+00:00,1.4358490566037736,26.0,98.35234474017744,1.050392755552076,0.002365197019212027,20.09157212906401,C
PEBD FILME CRISTAL,38677.65,35951.0,131,2023-10-17T14:47:00+00:00,2025-07-04T11:02:00+00:00,1.0753571428571427,295.2492366412214,274.4351145038168,2023-10-17T14:47:00+00:00,2025-07-04T11:02:00+00:00,6.380224,4.266187050359712,99.72964594104184,4.667441217150761,0.03989040308470627,21.828861836302554,A
PEBD FILME SACOLA,46935.5,68480.0,135,2023-10-17T14:47:00+00:00,2025-07-04T11:02:00+00:00,0.6832191780821918,347.6703703703704,507.25925925925924,2023-10-17T14:47:00+00:00,2025-07-04T11:02:00+00:00,6.5750399999999996,4.089655172413793,99.74083300555046,4.809958506224065,0.04840718125279667,21.891512876100837,A
PEBD FILME SACOLA MISTA,84.0,210.0,6,2024-07-31T21:00:00+00:00,2025-05-30T21:30:00+00:00,0.4000000000000001,14.0,35.0,2024-07-31T21:00:00+00:00,2025-05-30T21:30:00+00:00,0.6027722772277229,60.2,96.1850443599493,0.44095695876641605,8.663385337825143e-05,19.413426309037778,D
PEBD FILME SACOLA PRETA,7278.75,12995.0,64,2024-02-29T23:10:00+00:00,2025-07-04T11:02:00+00:00,0.5630769230769231,113.73046875,203.046875,2024-02-29T23:10:00+00:00,2025-07-04T11:02:00+00:00,3.975836734693878,7.3125,99.53659695817491,2.9085161035368503,0.00750697809853509,21.07372862428914,A
PEBD FILME SACOLA SERAPADA,490.0,700.0,1,2024-05-01T01:00:00+00:00,2024-05-01T01:00:00+00:00,0.7000000000000001,490.0,700.0,2024-05-01T01:00:00+00:00,2024-05-01T01:00:00+00:00,1.0,0.0,100.0,0.7315481740375824,0.0005053641447064667,20.29282141527292,B
"PEBD Filme (Sacolinha, Sacos de Lixo, Lona Mista)",10436.38,13406.3,26,2023-03-28T14:04:55+00:00,2025-02-13T12:39:31+00:00,0.7816666666666667,401.3992307692307,515.626923076923,2023-03-28T14:04:55+00:00,2025-02-13T12:39:31+00:00,1.1520232896652112,23.379310344827587,98.51842139766619,0.842760534003354,0.010763616841901377,20.045093939871343,C
"PEBD Filme (Sacolinha, Sacos de Lixo, Lona Preta)",7982.25,11029.0,34,2023-03-28T14:04:55+00:00,2025-07-01T18:19:20+00:00,0.6670454545454546,234.77205882352942,324.38235294117646,2023-03-28T14:04:55+00:00,2025-07-01T18:19:20+00:00,1.2529782082324454,18.86046511627907,98.8047867480178,0.9166139203413273,0.008232536620577947,20.130895932388324,C
PEBD Incolor,737.25,303.0,2,2023-01-03T13:31:20+00:00,2023-03-07T11:59:23+00:00,2.425,368.625,151.5,2023-01-03T13:31:20+00:00,2023-03-07T11:59:23+00:00,0.9819354838709677,62.0,96.07097591888466,0.7183331102485164,0.0007603667667037603,19.501832574583023,D
PEBD PRETO- SUCATA UTM,9536.599999999999,13345.0,3,2023-01-06T17:02:08+00:00,2023-02-03T18:12:56+00:00,0.7333333333333334,3178.8666666666663,4448.333333333333,2023-01-06T17:02:08+00:00,2023-02-03T18:12:56+00:00,3.0,13.5,99.1444866920152,2.194644522112747,0.009835623882464672,20.71068939680113,A
PEBD TRANSPARENTE- SUCATA UTM,43618.200000000004,31805.0,4,2023-01-06T17:02:08+00:00,2023-02-03T18:12:56+00:00,1.3499999999999999,10904.550000000001,7951.25,2023-01-06T17:02:08+00:00,2023-02-03T18:12:56+00:00,4.0,8.666666666666666,99.45078158005914,2.9261926961503297,0.044985865993133894,21.078627740869212,A
PEDB (LONA CRISTAL),58957.73,39504.6,28,2023-07-31T19:19:08+00:00,2024-12-19T15:55:31+00:00,1.3821428571428573,2105.6332142857145,1410.8785714285714,2023-07-31T19:19:08+00:00,2024-12-19T15:55:31+00:00,1.684426877470356,18.296296296296298,98.84053889123598,1.2322394065132656,0.06080637305160162,20.28532609007315,C
"PEDB(SACOLINHA,LONINHA,CANELINHA,PLASTICO FINO)",129531.92,163036.4,33,2023-02-03T03:00:00+00:00,2024-12-19T15:55:31+00:00,0.6909090909090909,3925.209696969697,4940.496969696969,2023-02-03T03:00:00+00:00,2024-12-19T15:55:31+00:00,1.4664525547445255,20.9375,98.67316223067174,1.0727806887361055,0.13359344482242136,20.21718209955776,C
PERCIANA,10.8,4.2,2,2024-06-06T18:04:02+00:00,2024-11-08T19:30:00+00:00,2.5,5.4,2.1,2024-06-06T18:04:02+00:00,2024-11-08T19:30:00+00:00,0.3927741935483871,155.0,90.17743979721166,0.2873332440994066,1.1138638291489471e-05,18.15042571253741,D
PERFIL,8544.4,829.1,20,2023-11-14T20:53:19+00:00,2024-12-19T11:58:07+00:00,9.68,427.21999999999997,41.455,2023-11-14T20:53:19+00:00,2024-12-19T11:58:07+00:00,1.522,20.63157894736842,98.69254886265092,1.1134163208852004,0.008812313057203947,20.187401226107145,C
PERFIL COLORIDO,204.0,20.4,2,2022-09-02T20:48:04+00:00,2022-09-03T11:17:57+00:00,10.0,102.0,10.2,2022-09-02T20:48:04+00:00,2022-09-03T11:17:57+00:00,2.0,0.0,100.0,1.4630963480751649,0.00021039650106146777,20.58532269783049,A
PERFIL DE ALUMINIO,24873.59,2174.3,23,2023-11-24T12:01:00+00:00,2024-12-14T16:09:46+00:00,11.175364030799999,1081.4604347826087,94.53478260869566,2023-11-24T12:01:00+00:00,2024-12-14T16:09:46+00:00,1.8137823834196891,15.666666666666666,99.00718208703,1.3268691906922079,0.02565351129822311,20.342445498202174,A
PERFIL LIMPO,196.0,19.6,2,2022-09-02T20:48:04+00:00,2022-09-03T11:17:57+00:00,10.0,98.0,9.8,2022-09-02T20:48:04+00:00,2022-09-03T11:17:57+00:00,2.0,0.0,100.0,1.4630963480751649,0.00020214565788258666,20.58531939749322,A
PERFIL MISTAO,269.25,35.9,2,2024-07-04T17:00:09+00:00,2024-08-16T17:18:22+00:00,7.5,134.625,17.95,2024-07-04T17:00:09+00:00,2024-08-16T17:18:22+00:00,1.415813953488372,43.0,97.27503168567807,1.0357361124513491,0.00027769244073921667,19.869411859092452,D
PERFIL MISTO LIMPO,114.0,11.4,2,2024-07-04T17:00:09+00:00,2024-08-16T17:18:22+00:00,10.0,57.0,5.7,2024-07-04T17:00:09+00:00,2024-08-16T17:18:22+00:00,1.415813953488372,43.0,97.27503168567807,1.0357361124513491,0.00011757451529905552,19.869347811922275,D
PERFIL NATURAL,396.97,36.1,4,2024-04-04T18:42:36+00:00,2024-07-19T19:51:22+00:00,11.299999999999999,99.2425,9.025,2024-04-04T18:42:36+00:00,2024-07-19T19:51:22+00:00,1.148679245283019,35.0,97.78200253485426,0.8403142044416608,0.0004094171520900533,19.892689955608354,D
PERFIL PINTADO,222.70000000000002,20.5,3,2024-04-18T21:19:09+00:00,2024-07-19T19:51:22+00:00,10.5,74.23333333333333,6.833333333333333,2024-04-18T21:19:09+00:00,2024-07-19T19:51:22+00:00,1.0035164835164836,45.5,97.11660329531053,0.7341206511330992,0.00022968284699210234,19.71706079265414,D
PERFIL SUJO,752.08,130.8,5,2024-02-06T11:47:03+00:00,2024-11-08T19:30:00+00:00,5.68,150.416,26.160000000000004,2024-02-06T11:47:03+00:00,2024-11-08T19:30:00+00:00,0.5514492753623188,68.75,95.64321926489227,0.40341171046565233,0.0007756617672466113,19.29031880187161,D
PERFUME,869.2,101.6,2,2024-07-04T17:00:09+00:00,2024-08-16T17:18:22+00:00,8.4,434.6,50.8,2024-07-04T17:00:09+00:00,2024-08-16T17:18:22+00:00,1.415813953488372,43.0,97.27503168567807,1.0357361124513491,0.0008964541113854304,19.86965936376071,D
PERFUME TUBINHO LIMPO,549.6,99.0,4,2024-04-11T14:14:06+00:00,2024-11-08T19:30:00+00:00,5.550000000000001,137.4,24.75,2024-04-11T14:14:06+00:00,2024-11-08T19:30:00+00:00,0.5770616113744076,70.0,95.56400506970849,0.42214836810813294,0.0005668329263891308,19.281887094355508,D
PERFUME TUBINHO SUJO,147.9,49.3,3,2024-02-06T11:47:03+00:00,2024-09-05T12:22:55+00:00,3.0,49.300000000000004,16.433333333333334,2024-02-06T11:47:03+00:00,2024-09-05T12:22:55+00:00,0.4307547169811321,105.5,93.31432192648923,0.3151178266656228,0.00015253746326956413,18.788972530949405,D
PET,1352921.78,611729.3,415,2021-11-23T16:22:00+00:00,2025-07-11T13:48:00+00:00,2.4011054763304718,3260.0524819277107,1474.0465060240965,2021-11-23T16:22:00+00:00,2025-07-11T13:48:00+00:00,9.534037735849056,2.5483870967741935,99.83850525368985,6.974607896865784,1.3953431800090828,23.31568148148792,A
"PET (EMBALAGENS DE REFRIGERANTE,CHA,AGUA E SUCOS)",67924.59,23978.3,8,2023-03-31T12:48:06+00:00,2024-08-30T12:55:57+00:00,2.7,8490.57375,2997.2875,2023-03-31T12:48:06+00:00,2024-08-30T12:55:57+00:00,0.47011583011583014,73.57142857142857,95.33767879775485,0.3439123771073978,0.07005439250997432,19.23312246739792,D
PET (GALAO AZUL AGUA),354.0,244.0,2,2023-02-16T03:00:00+00:00,2023-09-15T15:04:27+00:00,1.5,177.0,122.0,2023-02-16T03:00:00+00:00,2023-09-15T15:04:27+00:00,0.2885308056872038,211.0,86.62864385297846,0.21107418405406647,0.00036509981066548816,17.410304484141587,D
"PET (branco,colorido,incolor)",7098.0,1690.0,1,2024-10-03T17:47:00+00:00,2024-10-03T17:47:00+00:00,4.2,7098.0,1690.0,2024-10-03T17:47:00+00:00,2024-10-03T17:47:00+00:00,1.0,0.0,100.0,0.7315481740375824,0.007320560610462247,20.29554749385922,B
"PET (embalagens de refrigerantes, chas, aguas e sucos)",12528.0,48520.0,2,2024-11-19T17:56:25+00:00,2024-11-30T15:26:54+00:00,0.22499999999999998,6264.0,24260.0,2024-11-19T17:56:25+00:00,2024-11-30T15:26:54+00:00,2.0,10.0,99.36628643852978,1.4630963480751649,0.012920820418127785,20.463664155103274,A
PET - Transparente/ Branca,70845.9,30460.0,38,2023-01-13T16:20:00+00:00,2024-06-11T00:35:00+00:00,2.3926666666666665,1864.3657894736841,801.578947368421,2023-01-13T16:20:00+00:00,2024-06-11T00:35:00+00:00,2.2504280155642027,11.318181818181818,99.28275146906326,1.6462965055890126,0.07306730134583647,20.544295816586594,A
PET - �leo,4296.8,3710.0,29,2023-01-13T16:20:00+00:00,2024-05-06T22:22:00+00:00,1.2238709677419355,148.16551724137932,127.93103448275862,2023-01-13T16:20:00+00:00,2024-05-06T22:22:00+00:00,1.8429227557411274,15.566666666666666,99.0135192226447,1.3481867768547313,0.004431527871377033,20.343751166419384,A
PET A GRANEL,65801.5,76526.0,19,2023-05-31T13:49:17+00:00,2025-03-14T17:16:49+00:00,0.8580326315789474,3463.2368421052633,4027.684210526316,2023-05-31T13:49:17+00:00,2025-03-14T17:16:49+00:00,0.8856967840735068,35.888888888888886,97.72567244050134,0.6479298651399328,0.067864732179393,19.831452327028,D
PET AGRANEL,5971.2,7464.0,1,2024-05-31T19:07:51+00:00,2024-05-31T19:07:51+00:00,0.8,5971.2,7464.0,2024-05-31T19:07:51+00:00,2024-05-31T19:07:51+00:00,1.0,0.0,100.0,0.7315481740375824,0.0061584293487168444,20.295082641354522,B
PET AGUA SANITARIA BRANCO- SUCATA UTM,24218.6,38021.0,7,2023-01-18T13:31:31+00:00,2023-08-14T13:01:45+00:00,0.6357142857142858,3459.7999999999997,5431.571428571428,2023-01-18T13:31:31+00:00,2023-08-14T13:01:45+00:00,1.0293719806763286,34.333333333333336,97.82425010561893,0.7530351928692178,0.024977983826506192,19.87605529180208,D
PET AZUL,74844.15,20421.1,103,2021-09-06T18:31:36+00:00,2025-06-30T17:13:00+00:00,2.8421468932038834,726.6422330097087,198.2631067961165,2021-09-06T18:31:36+00:00,2025-06-30T17:13:00+00:00,2.2523850574712645,13.294117647058824,99.15753373592783,1.6477281760226388,0.07719091806333163,20.521474384819957,A
PET AZUL (P�S CONSUMO),35402.0,11262.0,47,2023-03-02T11:35:45+00:00,2024-10-08T18:31:14+00:00,3.0319148936170213,753.2340425531914,239.61702127659575,2023-03-02T11:35:45+00:00,2024-10-08T18:31:14+00:00,2.4414334470989765,12.347826086956522,99.21750151540199,1.7860261802595367,0.03651204377734354,20.57251559269515,A
PET AZUL - PLASTICO,204.6,93.0,1,2025-02-25T13:30:00+00:00,2025-02-25T13:30:00+00:00,2.2,204.6,93.0,2025-02-25T13:30:00+00:00,2025-02-25T13:30:00+00:00,1.0,0.0,100.0,0.7315481740375824,0.00021101531429988383,20.292703675740754,B
PET AZUL - SUCATA UTM,391491.6,112895.0,35,2023-04-29T13:41:50+00:00,2024-12-26T16:42:32+00:00,3.6297142857142854,11185.474285714285,3225.5714285714284,2023-04-29T13:41:50+00:00,2024-12-26T16:42:32+00:00,1.7551894563426689,17.41176470588235,98.89659285767539,1.2840056418774963,0.4037669746811554,20.45442761815854,A
PET AZUL CLARO,4610.05,980.9,8,2023-04-12T17:28:14+00:00,2024-12-05T19:47:53+00:00,4.23125,576.25625,122.6125,2023-04-12T17:28:14+00:00,2024-12-05T19:47:53+00:00,0.4038474295190713,85.71428571428571,94.56816947311243,0.2954338496544479,0.004754599949600096,19.03370927446411,D
PET AZUL FARDO,221417.9,41049.0,15,2024-07-16T17:23:00+00:00,2024-12-06T18:50:09+00:00,5.336666666666667,14761.193333333333,2736.6,2024-07-16T17:23:00+00:00,2024-12-06T18:50:09+00:00,3.193006993006993,9.785714285714286,99.37986601484701,2.3358384354234976,0.2283605462371469,20.901652795633662,A
PET AZUL bag,140.0,50.0,1,2024-07-31T20:20:28+00:00,2024-07-31T20:20:28+00:00,2.8,140.0,50.0,2024-07-31T20:20:28+00:00,2024-07-31T20:20:28+00:00,1.0,0.0,100.0,0.7315481740375824,0.00014438975563041905,20.292677025517285,C
