nome,receita_total,quantidade_total,num_pedidos_unicos,primeira_venda,ultima_venda,valor_unitario_medio,emitter_cnpj,ticket_medio,qtd_media_por_pedido,period_start,period_end,frequencia_pedidos_mes,recencia_dias,score_r,score_f,score_m,cluster_score,cluster_tier
ASSOCIACAO DOS CATADORES DE MATERIAIS RECICLAVEIS DE MATOZIN,232879.5,198755.505,33,2024-01-15T11:02:00+00:00,2024-12-13T12:56:00+00:00,29.5366220735786,7687786000106,7056.954545454545,6022.894090909091,2024-01-15T11:02:00+00:00,2024-12-13T12:56:00+00:00,3.016576576576577,1.087248322147651,99.84793729760173,1.9337029337029337,0.3744555696088358,20.892850860845055,C
ASSOCIACAO DOS CATADORES DE MATERIAIS RECICLAVEIS DE SETE LA,216734.27,207936.7,26,2024-10-03T20:03:00+00:00,2024-12-27T20:07:00+00:00,1.8393684210526318,6697728000109,8335.933461538461,7997.5653846153855,2024-10-03T20:03:00+00:00,2024-12-27T20:07:00+00:00,9.311058823529413,0.776595744680851,99.89138521053414,5.968627450980392,0.34849505657048047,22.505126045127177,A
ASSOCIACAO DOS CATADORES DE MATERIAIS RECICLAVEIS DE VARZEA,264676.0,844040.0,39,2024-05-28T17:00:00+00:00,2025-01-30T13:56:00+00:00,0.3857142857142857,10921355000177,6786.5641025641025,21642.05128205128,2024-05-28T17:00:00+00:00,2025-01-30T13:56:00+00:00,4.825853658536585,5.7073170731707314,99.20177383592018,3.093495934959349,0.4255823391143842,21.247986076813532,B
ASSOCIACAO DOS CATADORES DE MATERIAIS RECICLAVEIS DE VICOSA,4153108.0500000003,865515.0599999999,55,2023-06-27T13:59:00+00:00,2025-04-16T16:30:00+00:00,2.1361538461538463,8149252000199,75511.05545454547,15736.637454545453,2023-06-27T13:59:00+00:00,2025-04-16T16:30:00+00:00,2.5405159332321703,4.116129032258065,99.42431761786601,1.6285358546360065,6.677936188070617,23.20745234065585,A
ASSOCIACAO DOS CATADORES DE MATERIAL RECICLAVEL DE TRES CORA,506284.02,779633.02,63,2024-01-08T19:35:07+00:00,2024-12-30T12:15:39+00:00,3.435914516014235,9159017000160,8036.254285714286,12375.127301587301,2024-01-08T19:35:07+00:00,2024-12-30T12:15:39+00:00,5.38685393258427,1.207142857142857,99.83116883116882,3.453111495246327,0.8140728191745139,21.673107492002103,B
ASSOCIACAO DOS CATADORES DE PAPEL DE GUARAPUAVA,701545.0,1812070.0,113,2022-07-19T16:34:00+00:00,2025-06-27T16:53:00+00:00,0.3605932203389831,832151000106,6208.362831858407,16036.017699115044,2022-07-19T16:34:00+00:00,2025-06-27T16:53:00+00:00,3.202718808193669,8.854700854700855,98.76158030004184,2.0530248770472235,1.1280401777796272,21.02474208193911,B
ASSOCIACAO DOS CATADORES DE PAPEL PAPELAO E M RECICLADO S M,43255.42,99028.5,14,2023-08-11T17:02:00+00:00,2023-10-30T13:59:00+00:00,0.42005263157894734,5863335000157,3089.672857142857,7073.464285714285,2023-08-11T17:02:00+00:00,2023-10-30T13:59:00+00:00,5.394430379746836,4.166666666666667,99.41724941724942,3.4579681921454073,0.06955199120046818,21.294457956788236,B
ASSOCIACAO DOS CATADORES DE RECICLAVEIS DE DIAMANTINA - ACOR,119615.67,195713.34,10,2024-01-30T17:17:00+00:00,2024-11-14T14:34:00+00:00,2.396045197740113,42696814000152,11961.567,19571.334,2024-01-30T17:17:00+00:00,2024-11-14T14:34:00+00:00,1.0569444444444445,1.625,99.77272727272727,0.67752849002849,0.19233446414988237,20.302490636216802,C
ASSOCIACAO DOS CATADORES DE RECICLAVEIS DE DIAMANTINA ACORD,20530.6,68018.0,6,2024-02-28T14:24:00+00:00,2024-11-14T14:32:00+00:00,0.45500000000000007,42696814000152,3421.7666666666664,11336.333333333334,2024-02-28T14:24:00+00:00,2024-11-14T14:32:00+00:00,0.7024615384615385,36.857142857142854,94.84515484515484,0.4502958579881657,0.033011911814527096,19.162354076952045,D
ASSOCIACAO DOS CATADORES DE RECICLAVEIS DE IBEMA - ACARI,119830.33,151654.114,56,2023-09-13T11:27:00+00:00,2024-12-16T12:57:00+00:00,1.6827227062706271,31783176000190,2139.8273214285714,2708.1091785714284,2023-09-13T11:27:00+00:00,2024-12-16T12:57:00+00:00,3.705739130434783,1.490066225165563,99.79159912934747,2.375473801560758,0.1926796239109272,20.985581196058167,B
ASSOCIACAO DOS CATADORES DE RESIDUOS SOLIDOS DE CARUARU PE,20425.14,25707.0,3,2023-08-03T19:47:35+00:00,2023-08-25T23:19:50+00:00,1.5619999999999998,14852047000198,6808.38,8569.0,2023-08-03T19:47:35+00:00,2023-08-25T23:19:50+00:00,3.0,5.25,99.26573426573427,1.9230769230769231,0.03284233877623499,20.63551455788812,C
ASSOCIACAO DOS CATADORES DO ATERRO METROPOLITANO,49457.0,13.015,4,2019-07-12T16:38:47+00:00,2019-07-12T18:12:52+00:00,3800.0,9490884000184,12364.25,3.25375,2019-07-12T16:38:47+00:00,2019-07-12T18:12:52+00:00,4.0,0.0,100.0,2.564102564102564,0.0795237412745398,21.05745052215084,B
"ASSOCIACAO DOS CATADORES, RECICL E AMBIENTALI DE PARACATU/MG",383167.89,503505.75,20,2023-12-18T15:35:00+00:00,2024-12-13T20:06:00+00:00,636.92,50859742000145,19158.394500000002,25175.2875,2023-12-18T15:35:00+00:00,2024-12-13T20:06:00+00:00,1.6864265927977842,6.518518518518518,99.08831908831908,1.0810426876908874,0.616109835798195,20.49652482705945,C
ASSOCIACAO DOS CMR DE MARATAIZES-ES CATADORES DE ESPERANCA,15401.6,13500.0,1,2025-06-24T18:41:49+00:00,2025-06-24T18:41:49+00:00,1.5192307692307692,18496510000167,15401.6,13500.0,2025-06-24T18:41:49+00:00,2025-06-24T18:41:49+00:00,1.0,0.0,100.0,0.641025641025641,0.024764802831023967,20.266316177542667,C
ASSOCIACAO DOS COLETORES DE MATERIAL RECICLAVEL DE GUARANIAC,39530.72,128172.4,24,2023-01-30T19:59:00+00:00,2024-11-27T12:43:00+00:00,0.91544,7649946000122,1647.1133333333335,5340.516666666666,2023-01-30T19:59:00+00:00,2024-11-27T12:43:00+00:00,1.096936936936937,19.90909090909091,97.21551176096631,0.7031647031647033,0.06356290817632036,19.749793396729675,D
ASSOCIACAO DOS RECICLADORES DE MATERIAIS REUTILIZAVEIS E REC,103610.72,110800.6,8,2024-10-10T11:51:00+00:00,2024-12-19T13:21:00+00:00,1.7102631578947367,20068986000149,12951.34,13850.075,2024-10-10T11:51:00+00:00,2024-12-19T13:21:00+00:00,3.4788571428571426,0.88,99.87692307692308,2.23003663003663,0.16659951251690935,20.93403907240603,B
ASSOCIACAO DOS RECICLADORES EMANUEL,124435.81,99724.2,13,2022-02-18T12:26:49+00:00,2023-01-12T14:32:31+00:00,3.066820809248555,27903443000149,9571.985384615384,7671.092307692307,2022-02-18T12:26:49+00:00,2023-01-12T14:32:31+00:00,1.2064634146341464,1.8895348837209303,99.73572938689217,0.7733739837398375,0.2000849457049112,20.336529449156334,C
ASSOCIACAO GOTA DO OLEO,322139.75,692390.05,127,2023-08-16T14:10:49+00:00,2025-07-21T13:21:14+00:00,0.9917279411764706,25006288000132,2536.533464566929,5451.890157480315,2023-08-16T14:10:49+00:00,2025-07-21T13:21:14+00:00,5.491306818181818,2.4981549815498156,99.65060769488814,3.520068473193473,0.5179804301361776,21.54534110030949,B
ASSOCIACAO MAOS AMIGAS DOS CATADORES DE MATERIAIS,97511.63,103867.5,42,2024-10-30T14:22:42+00:00,2025-03-06T21:33:29+00:00,31.288679556603775,19304297000107,2321.7054761904765,2473.035714285714,2024-10-30T14:22:42+00:00,2025-03-06T21:33:29+00:00,10.066771653543308,1.1047619047619048,99.84548784548785,6.453058752271351,0.15679255990817587,22.613038093969383,A
ASSOCIACAO MAOS AMIGAS DOS CATADORES DE MATERIAIS RECICLAVEI,79553.59,90733.28,19,2024-06-04T16:21:28+00:00,2024-10-29T00:35:01+00:00,1.6298666666666666,19304297000107,4187.031052631579,4775.435789473684,2024-06-04T16:21:28+00:00,2024-10-29T00:35:01+00:00,3.9613698630136986,1.864864864864865,99.73917973917975,2.539339655778012,0.12791716255779398,21.01473867517027,B
ASSOCIACAO SUSTENTAR DE AGENTES AMBIENTAIS,68026.02,73065.78,12,2020-01-30T16:34:00+00:00,2021-10-22T17:17:25+00:00,14.000714285714286,31907973000132,5668.835,6088.815,2020-01-30T16:34:00+00:00,2021-10-22T17:17:25+00:00,0.5788906497622821,5.63063063063063,99.21249921249921,0.3710837498476167,0.10938155598634511,20.03468596483343,D
ASSOCIA�AO DOS COLETORES DE MATERIAIS ECICLAVEIS - ASCOMARE,1651.5,8150.0,2,2023-11-06T17:34:00+00:00,2023-11-21T12:26:00+00:00,0.835,23109042000160,825.75,4075.0,2023-11-06T17:34:00+00:00,2023-11-21T12:26:00+00:00,2.0,14.0,98.04195804195804,1.282051282051282,0.0026555079910811916,20.122274324408558,D
ASSOCIA�AO DOS COLETORES DE MATERIAIS RECICLAVEIS - ASCOMARE,30596.5,38155.0,4,2023-11-24T16:22:00+00:00,2023-12-22T15:44:00+00:00,1.3043478260869565,23109042000160,7649.125,9538.75,2023-11-24T16:22:00+00:00,2023-12-22T15:44:00+00:00,4.0,1.2272727272727273,99.8283534647171,2.564102564102564,0.049197245079694626,21.010990616616322,B
ASSOCIA��O DE CAT. DE MAT. RECICL�VEIS CIDADE MAIS LIMPA,62588.15,136769.0,19,2021-07-30T14:05:00+00:00,2023-07-31T17:53:00+00:00,0.5074073254363636,33916293000100,3294.113157894737,7198.368421052632,2021-07-30T14:05:00+00:00,2023-07-31T17:53:00+00:00,0.7911901504787963,22.65625,96.8312937062937,0.5071731733838437,0.10063780349499744,19.60938313201028,D
ASSOCIA��O DE CATADORES DE MAT. REC. AMIGOS DA NATUREZA,371508.78,466972.0,153,2023-08-08T17:12:00+00:00,2025-07-04T11:02:00+00:00,1.3590793201133144,26525944000176,2428.161960784314,3052.1045751633987,2023-08-08T17:12:00+00:00,2025-07-04T11:02:00+00:00,6.701179856115108,0.9276595744680851,99.87025740217229,4.2956281128943,0.5973627211909321,21.931247814068552,B
ASSOCIA��O DE CATADORES DE MAT. RECIC. NATUREZA LIVRE,261635.85,360734.1666,121,2023-10-03T12:07:00+00:00,2024-11-28T12:45:00+00:00,0.9443641684430869,11137818000177,2162.2797520661156,2981.2741041322315,2023-10-03T12:07:00+00:00,2024-11-28T12:45:00+00:00,8.728056872037914,1.229032258064516,99.82810737649447,5.5949082513063555,0.4206939693783348,22.37186236357277,A
ASSOCIA��O DE CATADORES DE MAT. RECICL�VEIS �GUA NASCENTE,80556.8,129392.0,71,2022-01-05T17:06:00+00:00,2024-12-31T15:40:00+00:00,0.6634336948529412,12473800000109,1134.6028169014085,1822.4225352112676,2022-01-05T17:06:00+00:00,2024-12-31T15:40:00+00:00,1.9827889908256884,12.714285714285714,98.22177822177822,1.2710185838626207,0.12953026105717794,20.204575182323566,D
ASSOCIA��O DE CATADORES DE MATERIAIS RECICLAVEIS DO ESTADO D,134207.88,1267781.5,33,2024-05-09T17:43:00+00:00,2024-12-23T19:42:00+00:00,0.23685714285714288,29108455000107,4066.9054545454546,38417.621212121216,2024-05-09T17:43:00+00:00,2024-12-23T19:42:00+00:00,4.4057894736842105,6.676470588235294,99.0662278897573,2.8242240215924426,0.21579781883503824,21.029254314122454,B
ASSOCIA��O DE CATADORES DE MATERIAIS RECICL�VEIS - KATTAR,36835.5,17415.0,3,2024-11-01T13:35:00+00:00,2024-12-20T18:11:00+00:00,2.1022344309,42270529000175,12278.5,5805.0,2024-11-01T13:35:00+00:00,2024-12-20T18:11:00+00:00,1.8636734693877552,24.5,96.57342657342657,1.194662480376766,0.059229164157112456,19.81624197249887,D
ASSOCIA��O DE CATADORES DE MATERIAIS RECICL�VEIS ECO PAR,139994.2,326455.82,35,2021-08-31T18:23:00+00:00,2023-08-25T18:00:00+00:00,0.4264135653395349,34150347000132,3999.834285714286,9327.309142857142,2021-08-31T18:23:00+00:00,2023-08-25T18:00:00+00:00,1.473582295988935,8.329411764705883,98.83504730563554,0.944604035890343,0.2251018569815432,20.234891818275862,D
ASSOCIA��O DE CATADORES DE MATERIAIS RECICL�VEIS JANDAIA,508487.52,530050.0,274,2023-07-31T12:30:00+00:00,2025-06-27T18:26:00+00:00,1.434209466263847,21977543000133,1855.7938686131388,1934.4890510948906,2023-07-31T12:30:00+00:00,2025-06-27T18:26:00+00:00,11.966370157819226,0.6512096774193549,99.90892172343784,7.67075010116617,0.8176159084014879,23.37713074851463,A
ASSOCIA��O DE CATADORES DE MATERIAIS RECICL�VEIS MANDIRITUBA,244303.42,268342.0,82,2023-07-31T15:00:00+00:00,2025-07-03T14:09:00+00:00,1.2960697309248355,7854382000160,2979.31,3272.4634146341464,2023-07-31T15:00:00+00:00,2025-07-03T14:09:00+00:00,3.555669515669516,1.1202635914332784,99.84331977742193,2.279275330557382,0.3928245135080016,21.037503893110543,B
ASSOCIA��O DE CATADORES DE MATERIAIS RECICL�VEIS MORANGUINHO,83175.0,113590.0,6,2024-09-30T13:00:00+00:00,2024-12-31T11:00:00+00:00,0.5947058823529412,10352348000100,13862.5,18931.666666666668,2024-09-30T13:00:00+00:00,2024-12-31T11:00:00+00:00,2.007032967032967,5.625,99.2132867132867,1.286559594251902,0.13374016176698642,20.4107772450649,C
ASSOCIA��O DE CATADORES DE MATERIAIS RECICL�VEIS MUTIR�O,146873.68,276965.0,48,2023-01-31T17:56:00+00:00,2024-12-23T14:07:00+00:00,0.5419767320171172,22594525000135,3059.8683333333333,5770.104166666667,2023-01-31T17:56:00+00:00,2024-12-23T14:07:00+00:00,2.1145007235890017,6.118181818181818,99.14431023521932,1.3554491817878216,0.23616362756251996,20.465507170784004,C
ASSOCIA��O DE CATADORES DE MATERIAIS RECICL�VEIS NOVO TEMPO,802097.15,3797348.0,146,2023-10-31T20:10:00+00:00,2025-07-01T20:15:00+00:00,0.26568,26707907000189,5493.816095890411,26009.23287671233,2023-10-31T20:10:00+00:00,2025-07-01T20:15:00+00:00,7.297602627257799,2.3373493975903616,99.673097986351,4.677950402088333,1.2897217023605505,22.32168843904975,A
ASSOCIA��O DE CATADORES DE MATERIAIS RECICL�VEIS TAXI AREXI,69790.15,177459.0,22,2022-05-30T13:49:00+00:00,2024-12-23T12:37:00+00:00,0.3684958195055556,17964519000192,3172.2795454545453,8066.318181818182,2022-05-30T13:49:00+00:00,2024-12-23T12:37:00+00:00,0.7147065101387406,17.49056603773585,97.55376698772925,0.45814519880688503,0.11221816592416288,19.738898743438273,D
ASSOCIA��O DE CATADORES DE MATERIAIS RECICL�VEIS TERRA SANTA,41170.62,45621.5,4,2021-08-26T15:08:00+00:00,2021-11-29T14:13:00+00:00,0.81188346732,30339043000167,10292.655,11405.375,2021-08-26T15:08:00+00:00,2021-11-29T14:13:00+00:00,1.2953191489361702,10.333333333333334,98.55477855477855,0.8303327877795962,0.06619976409795163,20.06956873170673,D
ASSOCIA��O DE CATADORES DE MATERIAIS RECICL�VEIS VIDA NOVA,354765.37,522424.0,35,2023-01-30T19:00:00+00:00,2024-12-23T13:57:00+00:00,0.8446263618346939,10524741000125,10136.153428571428,14926.4,2023-01-30T19:00:00+00:00,2024-12-23T13:57:00+00:00,1.5395953757225433,6.989690721649485,99.02242087809098,0.986920112642656,0.5704403723850291,20.427428369629276,C
ASSOCIA��O DE CATADORES E CATADORAS CATA CURITIBA,92042.3,110480.0,28,2023-01-13T16:20:00+00:00,2024-09-09T18:19:00+00:00,1.6450222222222222,26308425000156,3287.225,3945.714285714286,2023-01-13T16:20:00+00:00,2024-09-09T18:19:00+00:00,1.408793388429752,2.642857142857143,99.63036963036963,0.9030726848908667,0.1479982217181304,20.346502288717527,C
ASSOCIA��O DE CATADORES(AS) DE MAT. RECICLA. BOM JESUS SUL,69272.45999999999,127700.7,23,2024-04-09T16:13:00+00:00,2024-08-13T13:30:00+00:00,2.674766355140187,15010871000163,3011.8460869565215,5552.204347826087,2024-04-09T16:13:00+00:00,2024-08-13T13:30:00+00:00,5.60096,1.1415094339622642,99.84034833091437,3.5903589743589746,0.11138575300747935,21.448767557129457,B
ASSOCIA��O DE TRAB. DA RECICLAGEM NOSSA SENHORA APARECIDA,1028145.13,1283385.0,61,2021-07-30T17:19:00+00:00,2023-09-01T15:02:00+00:00,36.639428761344945,16745691000192,16854.83819672131,21039.09836065574,2021-07-30T17:19:00+00:00,2023-09-01T15:02:00+00:00,2.4367979002624676,2.590909090909091,99.63763509218055,1.5620499360656843,1.6531926180479626,21.21362404008157,B
ASSOCIA��O DOS CATADORES DE MAT REC REGI�O ALTO ARAGUAIA,20160.0,256000.0,11,2024-09-21T15:46:00+00:00,2024-09-21T16:21:00+00:00,0.08545454545454546,49963443000177,1832.7272727272727,23272.727272727272,2024-09-21T15:46:00+00:00,2024-09-21T16:21:00+00:00,11.0,0.0,100.0,7.051282051282051,0.03241601035434261,22.833479224654557,A
ASSOCIA��O DOS CATADORES DE MAT. RECICLAVEIS DE GUARAPARI,4186.0,5980.0,2,2023-10-27T01:07:00+00:00,2023-12-19T18:45:00+00:00,0.7000000000000001,4021818000141,2093.0,2990.0,2023-10-27T01:07:00+00:00,2023-12-19T18:45:00+00:00,1.148679245283019,53.0,92.58741258741259,0.7363328495403968,0.006730824372186417,18.81470798704755,D
ASSOCIA��O DOS CATADORES DE MATERIAIS RECICLAVEIS DE B V,209896.28,218939.09,32,2023-10-02T19:48:00+00:00,2024-12-30T17:21:00+00:00,3.9525109137554586,11914044000143,6559.25875,6841.8465625,2023-10-02T19:48:00+00:00,2024-12-30T17:21:00+00:00,2.1455506607929515,1.9254385964912282,99.73070788860262,1.3753529876877895,0.3374999992965276,20.631282772514254,C
ASSOCIA��O DOS CATADORES DO ATERRO METROP DE JD GRAMACHO,20655.0,4.59,1,2019-03-21T13:17:21+00:00,2019-03-21T13:17:21+00:00,4500.0,9490884000184,20655.0,4.59,2019-03-21T13:17:21+00:00,2019-03-21T13:17:21+00:00,1.0,0.0,100.0,0.641025641025641,0.03321193918000727,20.269695032082257,C
ASSOCIA��O DOS COLETORES DE MATERIAIS RECICLAVEIS ASCOMARE,355279.39,366798.066,56,2024-01-12T17:19:00+00:00,2025-04-04T18:38:00+00:00,3.431991856540084,23109042000160,6344.274821428572,6549.965464285714,2024-01-12T17:19:00+00:00,2025-04-04T18:38:00+00:00,3.805,1.7966101694915255,99.74872585042075,2.4391025641025643,0.5712668841728435,21.153892949394315,B
ASSOCIA��O MUNICIPAL DOS COLETORES DE RES�DUOS S�LIDOS D,29786.82,43458.3,7,2024-04-01T23:25:19+00:00,2024-08-20T01:48:53+00:00,0.692857142857143,5648376000120,4255.26,6208.328571428572,2024-04-01T23:25:19+00:00,2024-08-20T01:48:53+00:00,1.522,23.166666666666668,96.75990675990676,0.9756410256410256,0.047895330632090255,19.761395894490597,D
ASSOTAIAMAN ASSOCIACAO CATADORES MAT REC B TAIAMAN,44571.4,69027.0,5,2023-06-28T11:52:00+00:00,2023-08-29T12:05:00+00:00,1.204,15350557000120,8914.28,13805.4,2023-06-28T11:52:00+00:00,2023-08-29T12:05:00+00:00,2.454838709677419,2.4583333333333335,99.65617715617716,1.573614557485525,0.07166800416208066,20.589348455894477,C
ASSOTAIAMAN ASSOCIACAO DOS CATADORES DE MATERIAIS RECICLAVEI,136336.3,214062.0,21,2023-09-29T11:46:42+00:00,2024-08-27T20:20:15+00:00,1.0394520547945205,15350557000120,6492.204761904762,10193.42857142857,2023-09-29T11:46:42+00:00,2024-08-27T20:20:15+00:00,1.9196396396396398,4.569444444444445,99.36091686091686,1.2305382305382306,0.21922018415043454,20.45208673805884,C
ASTRINE-ASSOCIACAO DOS TRIADORES DE MATERIAIS RECICLAVEIS DE,168289.02,229197.645,30,2024-01-12T11:44:00+00:00,2024-11-13T16:21:00+00:00,1.5748826291079812,8852894000150,5609.634,7639.9214999999995,2024-01-12T11:44:00+00:00,2024-11-13T16:21:00+00:00,2.984313725490196,1.3962264150943395,99.80472357830848,1.913021618903972,0.27059814557748857,20.83439262145428,C
Arbor Reciclagem Ltda,3243539.85,1353722.0,118,2022-07-01T14:31:23+00:00,2024-04-30T18:52:53+00:00,10738.04194661017,39157302000103,27487.625847457628,11472.22033898305,2022-07-01T14:31:23+00:00,2024-04-30T18:52:53+00:00,5.369088191330344,5.452991452991453,99.23734385272847,3.4417231995707334,5.215407805670778,23.3103211726423,A
Associacao Entreriense de Catadores,349682.48,433221.919,97,2023-03-28T14:04:55+00:00,2025-07-01T18:19:20+00:00,2.996916859122402,15195946000128,3604.9740206185566,4466.205350515464,2023-03-28T14:04:55+00:00,2025-07-01T18:19:20+00:00,3.574673123486683,0.9294797687861271,99.87000282954041,2.2914571304401816,0.5622674053775893,21.115490380235194,B
Associacao de Catadores de Materiais Reciclaveis Corbelia,135213.0,190620.0,24,2021-07-30T14:26:54+00:00,2023-09-28T12:55:22+00:00,0.7575507673875,22516608000106,5633.875,7942.5,2021-07-30T14:26:54+00:00,2023-09-28T12:55:22+00:00,0.9259315589353613,19.923076923076923,97.21355567509413,0.5935458711124111,0.21741398849413326,19.767095078861445,D
Associa��o Vinte e Oito Comunidade Esperan�a,220736.0,318591.7,72,2024-01-03T18:23:00+00:00,2024-01-30T17:10:00+00:00,1.1422302158273383,24377626000180,3065.777777777778,4424.884722222222,2024-01-03T18:23:00+00:00,2024-01-30T17:10:00+00:00,72.0,0.13043478260869565,99.98175737306173,46.15384615384615,0.35492958638770683,38.59986177070589,A
Associa��o de Catadores de Materiais Rec. Natureza Livre,30315.0,33120.0,34,2022-01-25T14:34:00+00:00,2023-09-25T12:07:00+00:00,0.9342857142857144,11137818000177,891.6176470588235,974.1176470588235,2022-01-25T14:34:00+00:00,2023-09-25T12:07:00+00:00,1.7050411861614498,17.41176470588235,97.56478815302346,1.0929751193342627,0.04874461080812977,19.969645522661647,D
B.P. CENTRO DE RECICLAGEM EIRELI,10054160.64,5364148.0,190,2024-02-01T17:27:59+00:00,2024-12-27T19:09:41+00:00,84.47803461139895,30387526000137,52916.634947368424,28232.35789473684,2024-02-01T17:27:59+00:00,2024-12-27T19:09:41+00:00,17.526060606060607,1.484375,99.7923951048951,11.234654234654236,16.166457113614282,30.918923560286434,A
BDP LOGISTICA INTEGRADA DE RESIDUOS LTDA ME,14796.0,12330.0,4,2022-04-14T17:25:17+00:00,2022-05-13T18:15:27+00:00,1.2,19951456000165,3699.0,3082.5,2022-04-14T17:25:17+00:00,2022-05-13T18:15:27+00:00,4.0,9.333333333333334,98.6946386946387,2.564102564102564,0.02379103617077645,20.77408517903708,C
BERTON RECICLAGEM E PRESERVACAO AMBIENTAL LTDA - EPP,1240090.73,1027379.05,62,2018-05-07T20:12:24+00:00,2022-07-14T17:14:20+00:00,1.5826613251250001,26633906000137,20001.463387096774,16570.62983870968,2018-05-07T20:12:24+00:00,2022-07-14T17:14:20+00:00,1.235130890052356,19.075949367088608,97.33203505355405,0.7917505705463821,1.9939877948414824,20.580702356865956,C
BIOPAR SOLUCOES AMBIENTAIS LTDA,52274.0,30610.0,2,2022-03-14T15:49:00+00:00,2022-03-15T14:04:00+00:00,2.15,9463468000278,26137.0,15305.0,2022-03-14T15:49:00+00:00,2022-03-15T14:04:00+00:00,2.0,0.0,100.0,1.282051282051282,0.08405329986423143,20.546441832766202,C
BIOPAR SOLUCOES AMBIENTAIS LTDA.,3507456.04,1247831.45,114,2020-03-04T11:43:00+00:00,2022-02-25T13:53:00+00:00,4.300965518965517,9463468000278,30767.158245614035,10945.889912280702,2020-03-04T11:43:00+00:00,2022-02-25T13:53:00+00:00,4.7996680497925315,4.6875,99.3444055944056,3.0767102883285458,5.639768418156821,23.355472601475267,A
BIOTERRA INDUSTRIA DE RECICLAVEIS LTDA,38492.6,115390.0,12,2021-04-14T04:00:00+00:00,2022-07-30T04:00:00+00:00,0.33416666666666667,2455961000116,3207.7166666666667,9615.833333333334,2021-04-14T04:00:00+00:00,2022-07-30T04:00:00+00:00,0.7738983050847458,42.90909090909091,93.99872854418308,0.4960886571056063,0.0618936765955143,19.022938642317065,D
C. IAPPE RECICLAGEM,320629.7,1154205.0,69,2023-12-05T18:06:19+00:00,2024-12-20T15:21:52+00:00,12.73927536231884,15666848000121,4646.807246376812,16727.608695652172,2023-12-05T18:06:19+00:00,2024-12-20T15:21:52+00:00,5.527263157894737,5.1911764705882355,99.27396133278486,3.5431174089068826,0.5155523648367939,21.478260176054444,B
CAMPITELI  CAMPITELI LTDA - ME,45142.0,42010.0,4,2021-07-29T19:43:04+00:00,2021-08-17T13:14:54+00:00,1.0750000000000002,19871315000132,11285.5,10502.5,2021-07-29T19:43:04+00:00,2021-08-17T13:14:54+00:00,4.0,5.666666666666667,99.20745920745921,2.564102564102564,0.07258549302657412,20.8961670643435,C
CAMPITELI E CAMPITELI LTDA - ME,42250.5,93890.0,7,2018-01-11T13:16:26+00:00,2018-03-03T13:16:27+00:00,0.45,19871315000132,6035.785714285715,13412.857142857143,2018-01-11T13:16:26+00:00,2018-03-03T13:16:27+00:00,4.178039215686275,8.0,98.88111888111888,2.678230266465561,0.0679361431287774,20.874690340061512,C
CANAA AMBIENTAL LTDA,2752502.1,2349202.0,174,2020-07-09T17:54:02+00:00,2025-06-13T18:19:35+00:00,1.4482591509433962,6866009000166,15818.977586206896,13501.16091954023,2020-07-09T17:54:02+00:00,2025-06-13T18:19:35+00:00,2.9425333333333334,5.403785488958991,99.24422580574,1.8862393162393163,4.425850028469731,22.37368089903162,A
CANAA EMPREENDE E SOLUCOES ECOLOGICAS LTDA,68950.0,115000.0,4,2022-07-14T03:00:00+00:00,2023-06-23T03:00:00+00:00,1.0150000000000001,12909999000337,17237.5,28750.0,2022-07-14T03:00:00+00:00,2023-06-23T03:00:00+00:00,0.353953488372093,49.142857142857146,93.12687312687312,0.2268932617769827,0.11086725763551206,18.760478833139622,D
CANAA NORTE RESIDUOS LTDA,2009823.8900000001,1961133.63,65,2023-05-03T18:42:23+00:00,2024-10-15T17:25:15+00:00,1.0080052307692309,9610754000138,30920.36753846154,30171.286615384615,2023-05-03T18:42:23+00:00,2024-10-15T17:25:15+00:00,3.7332075471698114,7.875,98.8986013986014,2.393081761006289,3.231670239516128,22.029621079929246,B
CARBONGREEN TECNOLOGIA AMBIENTAL LTDA,60541.46,11820.0,1,2022-02-03T20:16:00+00:00,2022-02-03T20:16:00+00:00,5.121951,21436882000102,60541.46,11820.0,2022-02-03T20:16:00+00:00,2022-02-03T20:16:00+00:00,1.0,0.0,100.0,0.641025641025641,0.09734685487237196,20.295348998359206,C
CCRS - CENTRAL DAS COOPERATIVAS DE RESIDUOS SOLIDOS DE SAO J,505381.0,307575.0,148,2024-01-08T14:27:00+00:00,2024-12-09T19:33:00+00:00,1.5655405405405407,28906260000140,3414.7364864864867,2078.2094594594596,2024-01-08T14:27:00+00:00,2024-12-09T19:33:00+00:00,13.408095238095239,1.9931972789115646,99.72123114980258,8.594932844932845,0.8126208198853185,23.707267695887783,A
CENTRAL DAS COOP. DE TRAB. DE MAT. RECICLAVEIS DO DF - CENTC,299078.67,506969.8,80,2024-04-11T11:44:54+00:00,2024-05-31T13:06:50+00:00,7.073664561281338,8235662000152,3738.483375,6337.1224999999995,2024-04-11T11:44:54+00:00,2024-05-31T13:06:50+00:00,48.704,0.08100558659217877,99.98867054732976,31.22051282051282,0.48089966584737176,32.67829910401003,A
